epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
28,324.237,1.81962,1.0122,0.00264,0.78487,0.74409,0.80654,0.42134,1.67871,0.98919,0.00322,0.0009308,0.0009308,0.0009308
29,335.169,1.78722,1.01929,0.00263,0.78223,0.72828,0.80879,0.43734,1.68955,0.93993,0.00315,0.0008912,0.0008912,0.0008912
30,346.1,1.78444,1.00901,0.00257,0.81441,0.71457,0.81501,0.43699,1.64999,0.91734,0.00305,0.0008516,0.0008516,0.0008516
31,357.015,1.78488,1.00074,0.00257,0.81623,0.72441,0.82894,0.45514,1.62415,0.90461,0.00297,0.000812,0.000812,0.000812
32,367.92,1.77019,0.98495,0.00257,0.83787,0.70669,0.83,0.44883,1.63056,0.9136,0.003,0.0007724,0.0007724,0.0007724
33,378.84,1.77491,0.99298,0.00261,0.83272,0.7185,0.83418,0.45384,1.6453,0.90758,0.00306,0.0007328,0.0007328,0.0007328
34,389.75,1.7678,0.96707,0.00254,0.79197,0.74016,0.83096,0.454,1.65095,0.90395,0.00304,0.0006932,0.0006932,0.0006932
35,400.673,1.75878,0.95607,0.00254,0.7887,0.74606,0.83066,0.45379,1.64998,0.89954,0.00306,0.0006536,0.0006536,0.0006536
36,411.58,1.75918,0.96415,0.00255,0.83443,0.73819,0.83678,0.45082,1.66335,0.8841,0.00307,0.000614,0.000614,0.000614
37,422.499,1.74309,0.94759,0.00248,0.8121,0.74017,0.83126,0.45212,1.63191,0.87791,0.00301,0.0005744,0.0005744,0.0005744
38,433.42,1.7369,0.94441,0.00244,0.80079,0.73031,0.82856,0.45803,1.60475,0.88881,0.00292,0.0005348,0.0005348,0.0005348
39,444.328,1.7311,0.94802,0.00248,0.81801,0.72552,0.82752,0.45831,1.60085,0.92688,0.00297,0.0004952,0.0004952,0.0004952
40,455.237,1.71381,0.93667,0.00246,0.79004,0.74811,0.82706,0.45454,1.629,0.87968,0.00301,0.0004556,0.0004556,0.0004556
41,471.654,1.65385,0.90299,0.00254,0.78554,0.77559,0.83226,0.45234,1.65918,0.88236,0.00314,0.000416,0.000416,0.000416
42,482.212,1.65757,0.89806,0.00254,0.78441,0.74213,0.8307,0.45735,1.63524,0.85615,0.00302,0.0003764,0.0003764,0.0003764
43,492.825,1.63461,0.87334,0.0025,0.804,0.76378,0.83581,0.45787,1.64017,0.87257,0.00298,0.0003368,0.0003368,0.0003368
44,503.416,1.63203,0.89005,0.0025,0.78463,0.74585,0.82155,0.45505,1.6326,0.87797,0.00296,0.0002972,0.0002972,0.0002972
45,513.991,1.62879,0.87153,0.00246,0.80329,0.73425,0.83536,0.45776,1.64817,0.85105,0.00301,0.0002576,0.0002576,0.0002576
46,524.57,1.61094,0.87059,0.00242,0.80671,0.72638,0.82585,0.4584,1.62107,0.86068,0.00291,0.000218,0.000218,0.000218
47,535.168,1.61508,0.83878,0.00245,0.82821,0.72124,0.83099,0.45637,1.62518,0.85823,0.00296,0.0001784,0.0001784,0.0001784
48,545.732,1.61335,0.85775,0.00243,0.81085,0.72835,0.82433,0.45555,1.64072,0.85252,0.00298,0.0001388,0.0001388,0.0001388
49,556.287,1.59767,0.85412,0.00244,0.81801,0.73438,0.83701,0.46359,1.62048,0.85448,0.00293,9.92e-05,9.92e-05,9.92e-05
50,566.828,1.59784,0.86481,0.00241,0.81118,0.73228,0.82596,0.46014,1.6138,0.86128,0.00291,5.96e-05,5.96e-05,5.96e-05
